,audio_time,sampling_rate,feature_extraction,label,description
521,"[-0.00016785 -0.00027466 -0.00022888 ... -0.00012207 -0.00010681
 -0.00015259]",22050,"[[-13.96668514  -9.75606923   2.30197773 ...  -0.4376961   -0.6957606
    0.08895309]
 [-13.9122095   -9.72735633   2.26968899 ...   1.10246826  -0.04017058
    0.41679547]
 [-14.00550116  -9.40960363   2.17612952 ...   1.27191162   0.25586341
   -0.88373047]
 ...
 [-14.03150238  -9.70459955   0.25456154 ...   0.87224783   1.39309072
    1.19186072]
 [-14.11976635  -9.95156273   0.66347176 ...   1.04721088   1.95978811
    0.5692017 ]
 [-13.98027857 -10.29146242   0.22995132 ...   0.29871347   0.45352729
    0.2103187 ]]",26,มะละกอ
522,"[ 0.0000000e+00  1.5258789e-05 -1.5258789e-05 ... -1.2207031e-04
 -1.3732910e-04 -1.0681152e-04]",22050,"[[-13.80518655  -9.60893436   2.32256257 ...  -0.05716957   0.6018783
    0.47269824]
 [-14.29368859  -9.26221539   2.41294235 ...  -1.29312506   0.41554862
    0.02199062]
 [-14.04811397  -9.17927668   2.6756369  ...   0.67124098   0.92281081
    0.20304757]
 ...
 [-14.07947554  -9.00263666   0.9225249  ...  -0.69724138   1.50382853
    0.76251269]
 [-14.03835328  -9.08519927   2.12899522 ...   0.04858131   1.24974729
   -0.57777938]
 [-14.01259132  -8.54764629   1.85892018 ...   0.49553992   1.20096926
   -0.88883169]]",26,มะละกอ
523,"[ 0.0000000e+00  0.0000000e+00  1.5258789e-05 ... -3.0517578e-05
  0.0000000e+00  0.0000000e+00]",22050,"[[-14.02171348  -9.94380263   2.66181686 ...   0.68158618  -0.12751665
    0.26533512]
 [-14.19482994  -9.99890092   0.49871889 ...   0.53366282  -0.10827774
   -0.08160245]
 [-14.0265389  -10.134912     0.27215945 ...   0.50317718   1.136364
    0.90973284]
 ...
 [-13.99111801  -8.38036087   2.31899122 ...   0.35684158   0.18642544
    0.25662898]
 [-13.75660486  -8.7398547    3.41070539 ...  -0.7239315   -0.60787358
   -0.63496571]
 [-14.02710464  -9.36078874   3.48417462 ...  -0.19898772  -0.21076496
   -0.44626341]]",26,มะละกอ
524,"[-1.5258789e-05 -1.2207031e-04 -2.8991699e-04 ... -9.1552734e-05
 -9.1552734e-05 -1.5258789e-05]",22050,"[[-13.89638603  -8.65741094   1.58728461 ...  -0.03931481  -0.10902338
    0.66274633]
 [-13.99215529  -7.96479572   1.66160343 ...   0.14961661  -0.03204839
    0.53989636]
 [-13.92110183  -7.88050462   1.51488187 ...  -0.15561275  -0.19044987
   -0.12980582]
 ...
 [-14.03237892  -9.94709238   1.50036526 ...  -0.41574822   0.12621253
    0.17618778]
 [-13.91892125  -9.3312577    1.54595755 ...   1.38215993   0.69382858
    0.27675387]
 [-14.06938031  -8.86029031   1.5495986  ...  -0.2936791   -0.32228807
   -0.50098777]]",26,มะละกอ
525,"[-0.00021362 -0.00021362 -0.00016785 ... -0.00024414 -0.0002594
 -0.00021362]",22050,"[[-13.84988857 -11.94281031  -0.88554316 ...   0.56446158  -0.41305828
   -0.60360602]
 [-14.04430097 -11.24237597   1.64977317 ...   0.31468954   0.24718369
   -0.02312232]
 [-14.30926195 -10.37211031   2.33205514 ...  -0.36242851   0.38986991
   -0.68559025]
 ...
 [-14.02661877 -10.20351437   2.0628448  ...  -1.24181802  -1.18402649
   -1.52608951]
 [-13.70585057  -8.85760194   3.41977243 ...  -0.30143155  -0.06417381
   -0.6173962 ]
 [-13.67162686 -10.60255399   1.0586297  ...  -0.38407869  -0.51976947
   -1.13355942]]",26,มะละกอ
526,"[-0.00013733 -0.00016785 -0.00019836 ... -0.00024414 -0.00022888
 -0.00027466]",22050,"[[-13.92754179 -10.39940065   1.79529029 ...  -0.57853882  -0.47009717
    0.34583694]
 [-14.14285121 -10.65671169   2.30566081 ...  -0.19751571  -0.63334657
    0.4907996 ]
 [-14.06352455 -10.72770743   2.37044267 ...   0.06985971   0.0641297
    0.13193957]
 ...
 [-14.17300828  -9.67636654   2.3184659  ...   0.70651762   1.01287209
    0.03544018]
 [-13.9982629   -9.15627577   0.36079247 ...   1.55577648   0.95320939
   -0.23549083]
 [-14.26239556  -8.81737626   1.76384557 ...   0.87192332  -0.61329088
   -0.91661763]]",26,มะละกอ
527,"[-1.6784668e-04 -2.5939941e-04 -6.1035156e-05 ... -1.9836426e-04
 -2.7465820e-04 -2.5939941e-04]",22050,"[[-1.41359808e+01 -1.05686644e+01  2.16852303e+00 ...  7.12763951e-01
   9.46532523e-01  2.25396553e-01]
 [-1.38566461e+01 -8.81817428e+00  1.66067152e+00 ... -7.83349911e-03
   8.37866958e-01  8.80149472e-02]
 [-1.38971893e+01 -9.51533817e+00  1.61642014e+00 ... -3.70448705e-01
  -5.45294027e-01 -1.25171609e+00]
 ...
 [-1.38902032e+01 -9.23086772e+00  1.73241984e+00 ... -8.37089949e-02
   4.27613854e-02  1.00954337e-01]
 [-1.42623154e+01 -9.82567757e+00  9.82283596e-02 ... -1.50217450e-01
   5.90821964e-01  8.88043526e-01]
 [-1.38746281e+01 -1.04777474e+01  7.63736397e-01 ... -2.97007323e-01
  -3.83346871e-01  1.50686628e+00]]",26,มะละกอ
528,"[-1.6784668e-04 -2.7465820e-04 -2.2888184e-04 ... -1.0681152e-04
 -1.0681152e-04  6.1035156e-05]",22050,"[[-14.05956975  -8.18141493   4.07574619 ...  -0.7450207    0.04144743
   -0.30224409]
 [-13.9831472   -9.66017706   2.81889403 ...  -1.01916444  -0.04587604
   -0.66943697]
 [-13.80020551 -10.23957362   2.44184389 ...   0.86303444   0.44710847
    0.18054754]
 ...
 [-14.01959304  -8.90167731  -0.17482579 ...  -0.39567801   0.01456647
   -0.0870915 ]
 [-14.05039233  -8.83734584   1.8502494  ...   0.37703616   0.55410541
   -0.08530612]
 [-13.94993963  -8.7276065    1.3558882  ...   0.75659045   0.23879553
   -1.39250072]]",26,มะละกอ
529,"[-7.6293945e-05 -1.5258789e-04 -7.6293945e-05 ... -1.6784668e-04
 -3.3569336e-04 -1.9836426e-04]",22050,"[[-1.28047037e+01 -1.16423988e+01 -4.26044204e+00 ...  7.48153187e-01
  -7.90539767e-01 -2.06832243e+00]
 [-1.30386571e+01 -1.11430781e+01 -3.43047095e+00 ...  1.10157446e+00
  -3.80689728e-01 -1.90893934e+00]
 [-1.37427480e+01 -1.19827197e+01 -3.40618492e+00 ...  1.05849150e-02
  -1.42411137e-01 -5.52444738e-01]
 ...
 [-1.36976273e+01 -9.60831518e+00  2.94343345e+00 ...  7.86089896e-01
   8.87216464e-01  2.60838260e-01]
 [-1.40731497e+01 -9.46913735e+00  2.38785097e+00 ...  4.43860266e-01
   1.70861662e-01 -1.70755510e-01]
 [-1.42234587e+01 -9.97049204e+00  2.64447006e+00 ... -3.14379051e-02
   5.67024601e-01  4.65175537e-01]]",26,มะละกอ
530,"[-1.2207031e-04 -7.6293945e-05 -1.6784668e-04 ... -1.8310547e-04
 -1.0681152e-04 -1.5258789e-04]",22050,"[[-14.12724446 -11.70622359   2.21294276 ...  -0.19883061  -0.081748
   -0.20709942]
 [-14.02548547 -11.08484679   4.15467074 ...   0.01462413   0.85356767
   -0.17409391]
 [-13.99934014  -9.34091262   2.67142015 ...  -0.30291715   0.74269165
    0.8586526 ]
 ...
 [-14.02683092  -9.44166882   2.06198825 ...  -0.1889001   -0.27250315
   -1.23998321]
 [-13.95882983  -9.76330039   0.2723641  ...  -0.07393523  -0.23522646
   -0.16844909]
 [-13.93827408  -9.36649824   1.61155682 ...  -0.4315741   -0.29600316
   -0.65335843]]",26,มะละกอ
531,"[-1.8310547e-04 -2.4414062e-04 -2.5939941e-04 ... -7.6293945e-05
 -1.5258789e-04 -1.3732910e-04]",22050,"[[-14.07201142  -9.56616019   1.70190044 ...   0.42192657   0.1589448
   -0.28573128]
 [-13.89003399  -9.82068639   0.8256242  ...   0.43852972   0.07321666
    0.18484528]
 [-13.88757143 -12.01603201   0.63158815 ...   0.34002831   1.41999978
    1.17803944]
 ...
 [-13.93933784 -10.15533156  -0.01681242 ...   0.48194248   1.27519268
    0.77162683]
 [-14.14794226  -9.5354691    1.48012518 ...  -0.96332532  -0.184078
   -0.75818931]
 [-14.16564544  -8.51753228   2.10384796 ...  -1.64212594   0.41040919
   -0.11336311]]",26,มะละกอ
532,"[-0.00041199 -0.00053406 -0.0004425  ... -0.00028992 -0.00022888
 -0.00024414]",22050,"[[-1.42660859e+01 -8.53740658e+00  3.33150152e+00 ...  1.89087429e+00
   6.37818759e-01 -3.12166361e-01]
 [-1.41360150e+01 -8.83659605e+00  3.02775597e+00 ...  1.25302559e+00
   3.28619407e-01  1.96731638e-01]
 [-1.37686653e+01 -9.87135180e+00  4.35802881e+00 ...  5.79953889e-01
   3.15022891e-01  4.80858390e-01]
 ...
 [-1.40925435e+01 -9.09499531e+00  9.27034767e-01 ...  2.94382383e-01
  -5.49370529e-01 -4.88716774e-01]
 [-1.40867717e+01 -1.09222199e+01  2.02558864e+00 ...  9.99204550e-01
   7.54377155e-01 -1.20891865e-01]
 [-1.39822735e+01 -1.03894402e+01  2.77080146e+00 ...  8.43943010e-01
   7.28133319e-01  2.32297856e-03]]",26,มะละกอ
533,"[-0.00015259 -0.00021362 -0.00010681 ... -0.00012207 -0.00015259
 -0.00012207]",22050,"[[-13.47136508 -13.40327557  -0.33634455 ...   0.42204513  -0.43752603
    1.38839586]
 [-11.97879627 -18.09077438  -3.2997903  ...   1.99735462   0.37957553
    0.65276486]
 [-11.56142374 -19.02691644  -3.73156313 ...   1.50822599  -0.65246058
    0.63712504]
 ...
 [-13.75277986  -9.1823435    2.50861787 ...   0.40566171  -0.04590799
   -0.9300026 ]
 [-13.82019382 -10.0400649    1.19029442 ...   0.25159113   0.81357306
    0.71475312]
 [-13.93245029  -8.92288543   0.24183931 ...  -0.8087416    0.10351958
    0.46381159]]",26,มะละกอ
534,"[-0.00018311 -0.00024414 -0.00021362 ... -0.00021362 -0.00013733
 -0.00015259]",22050,"[[-14.06106082  -9.5366557    0.22421702 ...  -0.6908297   -0.48256301
    0.24641154]
 [-13.94988131  -8.81319107   2.49602995 ...  -0.33144042  -0.26276218
   -1.04052985]
 [-14.00379805  -8.75867793   1.66764324 ...   0.44422412   0.49150271
   -0.03963618]
 ...
 [-13.9347854   -9.83063229   1.86743667 ...   1.48540086   0.4376138
   -0.47943014]
 [-14.14038789  -9.71166594   0.88804839 ...  -0.18685029   0.23330561
   -0.36606591]
 [-14.15877345  -9.33955676   1.57288105 ...  -0.89554781   0.18653014
   -0.11737707]]",26,มะละกอ
535,"[ 4.8828125e-04  7.6293945e-04  6.1035156e-04 ... -1.8310547e-04
 -9.1552734e-05 -1.6784668e-04]",22050,"[[-1.39341528e+01 -8.96865546e+00  3.08972292e+00 ...  6.48896443e-01
   2.13821232e-01  6.29233975e-01]
 [-1.39088969e+01 -8.40589846e+00  2.81410945e+00 ...  1.93208716e+00
   1.92667772e+00  1.01160848e+00]
 [-1.38976751e+01 -8.27459298e+00  3.00037134e+00 ...  7.64790381e-01
   1.96696700e+00  9.05670726e-01]
 ...
 [-1.39708954e+01 -9.79773366e+00  5.38845894e-01 ... -3.33155205e-01
   4.56004885e-01  5.24337963e-01]
 [-1.39816735e+01 -9.39891602e+00  1.02888789e+00 ...  1.85786323e-01
   6.36355194e-01  4.94316639e-01]
 [-1.41782034e+01 -8.66779933e+00  7.42120867e-01 ...  1.32529704e-02
   4.87255931e-01  2.19157612e-01]]",26,มะละกอ
536,"[-0.00019836 -0.00022888 -0.00027466 ... -0.00021362 -0.0002594
 -0.00024414]",22050,"[[-13.84950823 -10.8224957    2.21437526 ...  -0.70611653  -1.04923751
   -0.62030369]
 [-13.70716669 -10.24538736   2.62542844 ...  -0.14030431  -0.95613606
   -1.36929228]
 [-13.94467465  -9.98668434   3.30483296 ...   0.55712872   0.14096051
   -0.28228201]
 ...
 [-14.13104513  -9.72691961   2.92249199 ...   0.29615403  -0.28700381
   -0.45109301]
 [-14.03785766 -10.13424233   4.71065622 ...  -0.5403094    0.0762844
   -0.4749653 ]
 [-14.0695473  -10.31670062   3.63093639 ...  -1.73864558  -1.42926228
   -1.55061707]]",26,มะละกอ
537,"[-9.1552734e-05 -1.2207031e-04 -1.5258789e-04 ... -6.1035156e-05
  4.5776367e-05 -1.5258789e-05]",22050,"[[-13.82426118  -8.44643515   2.13179567 ...   0.29324381   0.67880096
    0.48868559]
 [-14.04784292  -9.11477506   0.91951872 ...   0.18376204   0.66053478
    0.40274755]
 [-13.92037988  -9.56234621  -0.1946464  ...   0.14830619   0.535057
    0.77008162]
 ...
 [-14.23501557  -9.02309405   3.16459557 ...   0.15434538   0.74698516
    1.10392518]
 [-13.89666996  -9.73422218   1.74538348 ...   0.68770784  -0.09321959
   -0.29481526]
 [-13.86292117 -10.3783589    2.553325   ...  -0.33962947   0.7003507
    0.29179312]]",26,มะละกอ
538,"[-0.00010681 -0.00010681 -0.00012207 ... -0.00027466 -0.00022888
 -0.00032043]",22050,"[[-1.42219684e+01 -9.46188999e+00  2.77841646e+00 ... -8.54422271e-01
  -1.13016185e+00 -1.88144909e+00]
 [-1.39115346e+01 -7.93955088e+00  3.16366425e+00 ...  5.78491163e-01
  -1.08475292e-01 -6.11120906e-01]
 [-1.38405987e+01 -8.54239668e+00  3.17785408e+00 ... -8.64305125e-01
  -3.56004245e-01 -8.67642322e-01]
 ...
 [-1.43520739e+01 -1.03664018e+01  1.27180908e+00 ...  8.46577770e-01
   9.30559283e-01  6.67852704e-01]
 [-1.43705285e+01 -9.84045247e+00  5.48671210e-01 ... -6.17965010e-03
   3.84920241e-01 -2.23304686e-01]
 [-1.40172154e+01 -1.13954020e+01  2.65028556e+00 ...  1.24025696e+00
   2.75390014e-01  4.73403815e-01]]",26,มะละกอ
539,"[-1.2207031e-04 -1.2207031e-04 -1.2207031e-04 ... -1.3732910e-04
  1.5258789e-05 -7.6293945e-05]",22050,"[[-14.18393469 -12.76756293  -1.10638892 ...  -0.10993219   0.23984928
    0.65880453]
 [-13.99315971 -11.57904309  -0.75815443 ...   0.40522864   0.56929633
   -0.37437033]
 [-13.9434209  -11.14929189  -0.45748205 ...   0.51118897   0.94724789
    0.54064118]
 ...
 [-13.92993482  -9.43435712  -0.73265623 ...  -0.9398465    0.95981242
    0.44727686]
 [-14.22402079 -10.03227908  -1.12704078 ...  -1.76263845  -0.05581387
    0.19940793]
 [-14.11209593  -9.11908568  -0.67022576 ...  -1.08063367   0.08988169
    0.03281527]]",26,มะละกอ
540,"[-1.3732910e-04 -1.6784668e-04  4.5776367e-05 ... -3.0517578e-05
 -1.8310547e-04 -1.5258789e-04]",22050,"[[-14.06291463 -10.69366023   1.98953195 ...  -0.20212794  -0.59269245
   -1.45952424]
 [-13.92206612 -10.45322622   1.53462651 ...   0.54526882  -0.42460104
   -1.4195297 ]
 [-13.89403764 -12.01580015  -0.51947303 ...   0.88528488  -0.50355417
   -0.80681729]
 ...
 [-13.85713079 -12.37162198   1.37441649 ...  -0.18124119  -0.79457502
   -1.23089669]
 [-13.97223485 -11.11712498  -0.10885728 ...   0.47059746  -0.64126584
    0.04035549]
 [-13.96654423 -11.19338826   0.11371801 ...   0.09664788  -0.71755199
   -0.09794439]]",27,มะกรูด
541,"[-6.1035156e-05 -9.1552734e-05 -9.1552734e-05 ... -1.3732910e-04
 -2.5939941e-04 -1.2207031e-04]",22050,"[[-13.89110082 -11.74265998  -1.05004412 ...  -0.60795289   0.51651002
   -0.95933123]
 [-14.08512807 -10.86360534  -0.1356707  ...  -0.57958193   1.27793855
    0.11661098]
 [-13.80150164 -11.00940941  -0.13250964 ...   0.92266372   1.43681916
    0.18173049]
 ...
 [-14.07066746 -13.03773024   1.71599469 ...   0.87360443  -0.17686469
    0.25309939]
 [-14.09558064 -12.07400564   0.86709184 ...   0.13578723   0.32990156
    0.07109601]
 [-13.99081251 -12.7439665   -1.31687766 ...  -0.0181446    0.46672037
   -0.15456468]]",27,มะกรูด
542,"[-0.0002594  -0.00022888 -0.00027466 ... -0.00013733 -0.00012207
 -0.00012207]",22050,"[[-13.9358472  -11.94644274   1.85563688 ...   0.32529767  -0.58618724
   -0.33357615]
 [-13.8079021  -10.27210455   3.0544794  ...   0.41884194  -0.44903236
    0.12697893]
 [-14.03862066  -8.92989786   2.68130494 ...  -0.05618401  -0.08291641
   -1.26933343]
 ...
 [-14.15494424 -11.3343812    0.97087669 ...   0.43202645   0.97846965
   -0.06625102]
 [-14.11485597 -11.17387671  -0.27159364 ...   0.53458624   1.10521548
    0.48015989]
 [-13.93555142 -10.22644584   0.13620797 ...   0.31515217   0.14704015
   -0.1300869 ]]",27,มะกรูด
543,"[-2.4414062e-04 -2.7465820e-04 -1.9836426e-04 ... -3.0517578e-05
 -1.5258789e-04 -2.8991699e-04]",22050,"[[-14.09140611  -9.97288793  -0.27530376 ...  -0.69925466   0.17157169
   -0.55000458]
 [-13.81138137 -11.00353598   0.49079923 ...   0.42224766   0.13069608
    0.39732499]
 [-13.84362439 -10.61016251   2.49057689 ...   0.3206239   -0.12968304
    0.35552849]
 ...
 [-14.02614197 -10.95746443   0.18604256 ...   0.35609064  -0.06370401
    0.30291791]
 [-14.18029863  -9.45245658   0.11600551 ...   0.64482517  -0.27645861
   -0.1134962 ]
 [-14.04304131 -10.66131099   0.84305025 ...   1.97018371  -0.43171845
    0.10904955]]",27,มะกรูด
544,"[ 3.0517578e-05 -1.2207031e-04 -7.6293945e-05 ... -2.2888184e-04
 -1.9836426e-04 -3.5095215e-04]",22050,"[[-13.78173769 -10.58082735  -0.0608915  ...   0.44165721   0.73218933
    0.55783465]
 [-13.74853632 -10.41863826  -0.22534595 ...  -0.93755806  -0.87736413
    0.31995363]
 [-14.01937896  -9.87117819   1.63955357 ...  -0.07418193  -0.29502069
    0.81035873]
 ...
 [-13.83432018 -11.50028633   1.90100621 ...  -0.08250553  -0.49342805
    0.29289243]
 [-13.97933375 -12.39607346   1.59322733 ...  -0.15953821  -0.24906131
    0.18904933]
 [-14.10831595 -11.57031042   1.37218495 ...  -0.80976798  -0.34187888
   -0.50967662]]",27,มะกรูด
545,"[-1.5258789e-05 -1.5258789e-05  0.0000000e+00 ... -3.2043457e-04
 -1.8310547e-04 -3.0517578e-04]",22050,"[[-1.40062194e+01 -1.30929171e+01 -9.31855072e-01 ...  1.12083071e+00
   6.48493422e-01  3.53914955e-01]
 [-1.39301656e+01 -1.13513359e+01  4.22074022e-01 ...  1.22677807e+00
   1.00548366e+00  1.05914437e+00]
 [-1.41084598e+01 -1.37104429e+01  2.86430064e-01 ...  9.36240832e-01
   8.48877656e-01  7.14401588e-01]
 ...
 [-1.38773267e+01 -1.24665042e+01  7.77522733e-01 ... -2.50178506e-01
  -1.16176518e+00 -1.24369121e-02]
 [-1.40988218e+01 -1.05314264e+01  2.59192055e+00 ... -3.60039588e-02
  -3.71234014e-01  1.26559136e-01]
 [-1.41595891e+01 -1.12180354e+01  3.40760470e+00 ...  2.43781438e-02
  -1.42221084e-01 -4.56516452e-01]]",27,มะกรูด
546,"[-1.0681152e-04 -1.6784668e-04 -9.1552734e-05 ... -7.6293945e-05
 -1.6784668e-04 -1.0681152e-04]",22050,"[[-14.11818098 -11.25324714  -0.55487905 ...  -0.18335563  -0.07965217
   -0.55368813]
 [-13.88640875 -10.88104896  -1.22786554 ...   0.81330796  -0.28868245
   -0.07562439]
 [-13.80511312 -11.21680561   0.31571471 ...  -0.41853119   0.33318875
    0.8380112 ]
 ...
 [-14.09272583 -10.89470611   2.63434147 ...  -0.25195993  -1.21823263
   -1.27883709]
 [-13.93039952 -10.3713324    1.77185699 ...  -0.05052519  -0.76965565
   -0.48276579]
 [-13.88576174 -10.73761864  -0.155328   ...  -0.17628448  -0.76738234
    0.58097014]]",27,มะกรูด
547,"[-0.00024414 -0.0002594  -0.00021362 ... -0.00024414 -0.00024414
 -0.00021362]",22050,"[[-13.88248773 -12.27343448   0.91558409 ...   0.55009177  -0.99812809
    0.51699791]
 [-13.63009345 -13.52348862  -0.32951972 ...   0.56751291  -1.81924004
    0.79039037]
 [-13.72985144 -11.59847193   0.09589525 ...   0.83818053  -1.36151434
   -0.33809241]
 ...
 [-13.65484076 -10.92385767  -1.80522648 ...   0.57557964   1.10764582
    0.5737956 ]
 [-13.99265522 -10.3636954    0.78118864 ...  -0.91107141   0.11500546
   -0.93504308]
 [-14.00360776 -10.01735112  -0.13347059 ...  -1.52812048  -1.21891623
   -0.75943485]]",27,มะกรูด
548,"[-1.3732910e-04 -1.3732910e-04 -1.0681152e-04 ... -1.3732910e-04
 -6.1035156e-05 -6.1035156e-05]",22050,"[[-14.01158392 -11.45078311   0.38746602 ...  -0.97687703  -0.24950968
   -0.74529529]
 [-14.17842643 -10.14238776   2.01254962 ...  -1.03431571  -1.22777202
   -0.69629994]
 [-14.08065716 -10.97290641   3.58291054 ...  -1.31533384  -0.80908536
   -1.07838523]
 ...
 [-13.77541758 -10.68344851  -0.45170509 ...   0.18485502  -0.25391741
   -0.61837923]
 [-13.85738272 -10.78487578   1.14713402 ...   0.02916548  -0.95933073
   -1.11372194]
 [-13.98046288 -11.8277576    1.31845201 ...   0.94604342  -0.09881384
   -0.42444299]]",27,มะกรูด
549,"[-0.00015259 -0.00012207 -0.00018311 ... -0.00019836 -0.00027466
 -0.00024414]",22050,"[[-13.76793834 -10.82970437   0.52405358 ...  -0.522916     0.35389533
    0.46046279]
 [-13.76134522 -11.24132104  -0.74230186 ...   0.33336088  -0.06619264
    0.70197438]
 [-13.93682173 -11.0035781   -0.78702887 ...  -0.60524122  -1.35319385
   -1.06781051]
 ...
 [-13.91935581 -11.09315232   3.22723166 ...   0.04966818   0.05833411
   -0.75881164]
 [-13.98781854 -10.21651082   2.84910488 ...  -0.50610008   0.93014766
    0.26766762]
 [-13.98022484 -10.48548523   3.09440304 ...   0.19909672   1.19337175
    0.77118975]]",27,มะกรูด
550,"[-0.00010681 -0.00013733 -0.00016785 ... -0.00024414 -0.0002594
 -0.00022888]",22050,"[[-13.79342184 -10.78594174  -1.99739937 ...   1.38924542   0.69360326
   -0.11606928]
 [-13.68718641 -11.20822827  -1.21633246 ...   1.32527072   0.68892213
   -0.43801208]
 [-13.73397402 -11.66781745  -1.67102443 ...   0.94192517   1.38991966
   -0.08500717]
 ...
 [-14.11628043 -10.65073438   1.87686212 ...  -0.1311146    0.8200156
    0.17608496]
 [-13.87915027 -10.8073108    0.679334   ...  -0.33691652   0.61904459
   -0.23155771]
 [-13.83503091 -11.08196635   1.98853313 ...   1.49606656   0.39598398
   -0.20588299]]",27,มะกรูด
551,"[-2.5939941e-04 -2.2888184e-04 -2.1362305e-04 ...  0.0000000e+00
 -1.2207031e-04 -3.0517578e-05]",22050,"[[-13.85924365 -11.92569943   2.16878534 ...   0.55929634   0.52812974
    1.01772279]
 [-13.97705843 -12.14730997   1.68796491 ...  -0.21665284   0.44129217
    0.72322244]
 [-14.04040259 -12.54908827   0.63573513 ...   0.15068317   0.86486476
    0.56095698]
 ...
 [-14.09540887 -13.02209036  -0.12067562 ...   0.72265513   0.34423335
   -2.13811416]
 [-14.01110803 -10.38697666   0.05360218 ...   0.167557     0.57119576
   -1.00828777]
 [-14.0407894  -11.90354707   1.37769544 ...  -0.54697018  -0.03491158
   -0.36185576]]",27,มะกรูด
552,"[-1.2207031e-04 -2.1362305e-04 -2.5939941e-04 ...  4.5776367e-05
 -3.0517578e-05  1.5258789e-05]",22050,"[[-1.39381647e+01 -1.14218007e+01  2.57642736e+00 ... -1.05009910e-01
   6.49207642e-01  2.34449202e-02]
 [-1.41514128e+01 -1.07555319e+01  1.83472564e+00 ... -1.04650564e-01
   5.37779936e-03 -9.90301794e-01]
 [-1.39727044e+01 -1.08549396e+01  5.46108183e-01 ... -4.00228787e-01
  -3.11992997e-01 -1.29220920e+00]
 ...
 [-1.36408643e+01 -1.25911906e+01  1.44721911e-01 ... -8.90278783e-01
  -5.76236282e-01 -4.07935984e-01]
 [-1.38260874e+01 -1.33326230e+01 -7.41458780e-01 ... -1.05757607e+00
  -9.39450029e-01 -3.30599589e-01]
 [-1.39898736e+01 -1.05440897e+01  2.50906749e-01 ... -5.09901091e-01
  -9.54378401e-01 -1.19895486e+00]]",27,มะกรูด
553,"[-0.0002594  -0.00022888 -0.00024414 ... -0.00012207 -0.00012207
 -0.00016785]",22050,"[[-1.38792703e+01 -1.05053926e+01  2.98224924e+00 ...  8.35005113e-01
   3.21578073e-03 -3.66407925e-01]
 [-1.36653801e+01 -1.00656673e+01  2.24290580e+00 ...  1.20294477e+00
  -4.64987799e-02 -8.17639722e-01]
 [-1.38989623e+01 -1.06583715e+01  1.33735150e-01 ...  9.49041918e-01
   1.22968343e-01 -8.30474749e-01]
 ...
 [-1.39828462e+01 -1.10265365e+01  5.83438100e-01 ...  9.09683758e-01
  -5.06941631e-01 -1.20014706e+00]
 [-1.39193871e+01 -1.15299235e+01  2.04466462e+00 ... -4.51119551e-01
  -2.05393917e-01 -8.60944452e-01]
 [-1.41569731e+01 -1.15235538e+01  8.28110470e-02 ... -4.31463823e-01
  -6.74017636e-01 -2.94965573e-01]]",27,มะกรูด
554,"[-1.3732910e-04 -9.1552734e-05 -1.6784668e-04 ... -3.0517578e-04
 -1.8310547e-04 -2.2888184e-04]",22050,"[[-1.38345245e+01 -1.14508424e+01  2.36736294e-01 ...  1.93941145e-01
   3.13531389e-02  6.07774677e-03]
 [-1.38857154e+01 -1.16751335e+01 -2.21594149e-01 ... -7.87916763e-01
  -7.74961911e-01 -1.43482026e-01]
 [-1.40211597e+01 -9.23363739e+00  4.05426364e-02 ... -3.54857440e-02
  -6.34394395e-02  7.54964509e-01]
 ...
 [-1.37451691e+01 -1.23546128e+01 -1.61302090e+00 ...  4.70488527e-01
  -2.11061800e-01  6.49518286e-01]
 [-1.36868609e+01 -1.14257151e+01  9.76813825e-01 ...  7.92185739e-01
  -2.51760714e-01  7.33910277e-02]
 [-1.38338676e+01 -1.11320630e+01  2.92350760e+00 ... -1.92021279e-01
   4.56895782e-01 -8.12944309e-01]]",27,มะกรูด
555,"[-2.5939941e-04 -2.4414062e-04 -1.2207031e-04 ... -1.5258789e-04
 -9.1552734e-05 -1.5258789e-04]",22050,"[[-1.40984986e+01 -1.21025360e+01 -1.06255354e+00 ... -3.14141853e-01
  -2.58311611e-01 -6.90084350e-01]
 [-1.39643298e+01 -1.12117362e+01  3.71647044e-01 ...  3.53510328e-01
  -3.27933036e-03 -6.36647355e-01]
 [-1.38610829e+01 -1.30671820e+01 -8.80406513e-01 ... -5.99648015e-01
  -6.57035616e-01 -1.54854476e+00]
 ...
 [-1.39013014e+01 -1.01155327e+01  1.57113152e+00 ... -1.18171092e-01
  -7.58381144e-01 -4.34048856e-01]
 [-1.40178775e+01 -9.55561147e+00  2.54157526e+00 ... -6.69169155e-01
  -1.24062293e+00 -3.07652184e-01]
 [-1.37951134e+01 -1.03990652e+01  3.14676364e+00 ...  2.18225442e-01
   1.62043280e-01  6.77951442e-02]]",27,มะกรูด
